init_id,id,description,has_stock,cost,weight,cr_number,mfg
1340,1340,"HP Piston Kit .040
Johnson/Evinrude Crossflow
Bore Size 3.540""",False,100.73,2.2,,
1340,1340,"Engine Rebuild Kit .040 Over
OMC V4 Crossflow 3.500""
1977-Up",False,450.5,11.0,,
1340,1340,"Ring Kit, Piston .040
Johnson/Evinrude 85-300hp
Bore Size 3.540",True,28.25,0.05,,
1343,1343,"Retainer Tab, Bearing Carrier
Johnson/Evinrude 90-300hp
Cobra 4cyl V6 V8 92-93
Cross Ref #: 18-1343, 27850, 333957, 778455
Mfg Part #: 333957",True,17.27,0.05,"18-1343, 27850, 333957, 778455",333957
13536,13536,"Temp Sensor, 4 Wire
Mercury 135-225hp 2.0L 2.5L
Cross Ref #: 13536A6
Mfg Part #: 13536A6",True,39.5,0.1,13536,13536
13536,13536,"Temp Sensor, Stbd Head
Mercury 115-300 DFI 2.5L 3.0L
SportJet 200, 240, 250 EFI DFI
Cross Ref #: 13536A1, 13536A11, 13536A14, 13536A2
Mfg Part #: 13536A14",True,49.47,0.063,"13536A1, 13536A11, 13536A14, 13536A2",13536
13570,13570,"Thermostat Housing
Johnson/Evinrude 6-300hp
1992-2000
Cross Ref #: 13570, 336178
Mfg Part #: 336178",True,4.99,0.02,"13570, 336178",336178
14115,14115,"Fiber Washer, Engine Screws
Yamaha 40-300hp
F25-F300
Cross Ref #: 90430-14115-00
Mfg Part #: 90430-14115",False,0.32,0.01,90430-14115-00,90430-14115
143217,143217,"Vertex Piston Ring Kit .030
Johnson/Evinrude 3Cyl
Bore Size 3.217",False,15.86,0.05,,
1442,1442,"Fuel Pump - Outside VST
Yamaha F225-F350
2010 & Up
Mfg Part #: 6CB-24410-01-00",True,156.59,1.0,,6CB-24410-01-00
150-06192,150-06192,"Impeller Repair Kit
Tohatsu BFT115A/BFT150A
Mfg Part #: HZY6-06192-000",True,57.73,2.0,,HZY6-06192-000
150-06193,150-06193,"Water Pump Kit, Complete
Tohatsu BFT115A/BFT150A
Mfg Part #: HZY6-06193-A01",True,176.46,2.0,,HZY6-06193-A01
150OPTIHG,150OPTIHG,"Reman Powerhead Assembly
Mercury 150hp Optimax
Head Gasket Model
Cross Ref #: 804545R99, 854008T98, 854008T98, 854008T98, 854008T98, 854008T98, 854008T99, 854008T99, 854008T99, 854008T99, 854008T99
Mfg Part #: 854008A98",True,2125.0,150.0,"804545R99, 854008T98, 854008T98, 854008T98, 854008T98, 854008T98, 854008T99, 854008T99, 854008T99, 854008T99, 854008T99",854008
1500,1500,"Engine Rebuild Kit Standard
OMC 3 Cyl 60-75HP
1976-1988 3.000"" Bore",False,381.65,6.0,,
15179911,15179911,"Air Compressor, Reman
Mercury 2.5L DFI Optimax
SportJet 200DFI
Mfg Part #: 8M0060053",False,429.46,10.1,,8M0060053
1520,1520,"Engine Rebuild Kit .020 Over
OMC 3 Cyl 60-75HP
1976-1988 3.000"" Bore",False,381.65,6.0,,
1530,1530,"Engine Rebuild Kit .030 Over
OMC 3 Cyl 60-75HP
1976-1988 3.000"" Bore",False,381.65,6.0,,
153125,153125,"Vertex Piston Ring Kit Std.
Mercury 2.0L
Bore Size 3.125",False,15.86,0.05,,
15410-88L00,15410-88L00,"Filter, Fuel
Suzuki DF 40A-60A 2010-UP
Mfg Part #: 15410-88L00",True,14.17,0.1,,15410-88L00
1560,1560,"Relay, 12 VDC
Volvo
Mfg Part #: 3841366",False,1.89,0.01,,3841366
15930,15930,"Fuel Pump, Mechanical
Mercury 135-220 2.4L
Cross Ref #: 15930A15, 15930A2
Mfg Part #: 15930A15",True,120.75,0.3,"15930A15, 15930A2",15930
1599,1599,"Gasket, Exhaust Cover
Johnson/Evinrude 40-50hp 2cyl
Cross Ref #: 18-0120, 325211, 35200
Mfg Part #: 325211",True,2.03,0.02,"18-0120, 325211, 35200",325211
1600,1600,"ProHP Piston Kit Port Std.
Yamaha V4 V6
Bore Size 3.544
Cross Ref #: 6K7-11642-01-093, 6R5-11642-01-93
Mfg Part #: 6G5-11642-00-93",False,95.43,1.6,"6K7-11642-01-093, 6R5-11642-01-93",6G5-11642-00-93
1600,1600,"ProV Piston Kit Port
Yamaha V4 V6
Bore Size 3.544
Cross Ref #: 6K7-11642-01-93, 6R5-11642-01-93
Mfg Part #: 6G5-11642-00-93",False,43.35,1.5,"6K7-11642-01-93, 6R5-11642-01-93",6G5-11642-00-93
1600,1600,"ProHP Piston Kit Std Stbd
Yamaha V4 V6
Bore Size 3.544
Cross Ref #: 6K7-11631-01-093, 6R5-11631-01-93
Mfg Part #: 6G5-11631-00-93",False,95.43,1.6,"6K7-11631-01-093, 6R5-11631-01-93",6G5-11631-00-93
1600,1600,"ProV Piston Kit Std. Stbd
Yamaha V4 V6
Bore Size 3.544
Cross Ref #: 6K7-11631-01-093, 6R5-11631-01-93
Mfg Part #: 6G5-11631-00-93",False,43.35,1.5,"6K7-11631-01-093, 6R5-11631-01-93",6G5-11631-00-93
1610,1610,"Pro Piston Kit .010 Port
Yamaha V4 V6",False,40.32,1.4,,
1620,1620,"ProV Piston Kit .020 Port
Yamaha V4 V6
Bore Size 3.564
Cross Ref #: 6E5-11646-01-00, 6K7-11646-00-00, 6K7-11646-01-00, 6R5-11646-01-00, 9-53824
Mfg Part #: 6G5-11646-00-00",False,42.93,2.0,"6E5-11646-01-00, 6K7-11646-00-00, 6K7-11646-01-00, 6R5-11646-01-00, 9-53824",6G5-11646-00-00
1620,1620,"ProHP Piston Kit .020 Stbd
Yamaha V4 V6
Bore Size 3.564
Cross Ref #: 6K7-11636-01-00, 6R5-11636-01-00
Mfg Part #: 6G5-11636-00-00",False,95.43,1.6,"6K7-11636-01-00, 6R5-11636-01-00",6G5-11636-00-00
16221-ZW2-000,16221-ZW2-000,"Gasket, Carb Flange
Honda 40HP
Mfg Part #: 16221-ZW2-000",True,2.53,0.001,,16221-ZW2-000
16221-ZW4-000,16221-ZW4-000,"Carb Gasket
Honda 50HP",False,2.49,0.01,,
1624728,1624728,"Screw Cyl Head w/Knob
Mercury 150,175,200 EFI
Mfg Part #: 8274261",False,4.0,0.2,,8274261
163563,163563,"Vertex Piston Ring Kit
Yamaha v6
Bore Size 3.563",False,15.86,0.05,,
1640,1640,"ProHP Piston Kit .040 Stbd
Yamaha V4 V6
Bore Size 3.584",False,95.43,1.6,,
16510-61A31,16510-61A31,"Oil Filter Assembly
Suzuki DF70-140 2006-UP
Cross Ref #: 16510-61A30, 16510-61A31
Mfg Part #: 16510-61A31",True,17.88,2.0,"16510-61A30, 16510-61A31",16510-61A31
16901-ZY3-003,16901-ZY3-003,"Filter, Fuel OEM
Honda Outboard
BF 115/130/135/150/175/200/225
Mfg Part #: 16901-ZY3-003",True,10.84,0.06,,16901-ZY3-003
16911,16911,"Fuel Filter, OEM
Honda 75HP & Up 2000 - ^
Tohatsu 75-250 2014-2018
Cross Ref #: 16911-ZY3-000, 18-79908
Mfg Part #: 16911-ZY3-010",True,43.86,,"16911-ZY3-000, 18-79908",16911-ZY3-010
17-6G512,17-6G512,"Ignition Pack, Terminal Style
Yamaha 150-200hp V6
Cross Ref #: 6G5-85540-10-00, 6G5-85540-11-00, 6G5-85540-12-00
Mfg Part #: 6G5-85540-12-00",True,590.84,1.5,"6G5-85540-10-00, 6G5-85540-11-00, 6G5-85540-12-00",6G5-85540-12-00
17151-ZV5-000,17151-ZV5-000,"Gasket, Intake
Honda 50HP
Mfg Part #: 17151-ZV5-000",True,6.32,0.001,,17151-ZV5-000
17151-ZV7-000,17151-ZV7-000,"Gasket, Intake
Honda 40HP
Mfg Part #: 17151-ZV7-000",False,10.87,0.01,,17151-ZV7-000
17151-ZW1-000,17151-ZW1-000,"Gasket, Intake
Honda 75-90HP
Mfg Part #: 17151-ZW1-000",True,11.04,0.001,,17151-ZW1-000
173-1130,173-1130,"Coil, Magneto Driver
Johnson/Evinrude 18-25hp
1973-1976
Cross Ref #: 581130, 763809
Mfg Part #: 581130",True,35.74,0.2,"581130, 763809",581130
173543,173543,"Vertex Piston Ring Kit
Yamaha 93 - Up
Bore Size 3.543",False,15.86,0.05,,
173563,173563,"Vertex Piston Ring Kit
Yamaha 93 - Up
Bore Size 3.563",False,15.86,0.05,,
173583,173583,"Vertex Piston Ring Kit
Yamaha 93 - Up
Bore Size 3.583",False,15.86,0.05,,
174-0002,174-0002,"Stator
Mercury 135-200 2.5L
2000 & Up w/ CDMs
Cross Ref #: 1-94-8404T4, 8404T4, 858404T3, 858404T4
Mfg Part #: 858404T4",True,457.3,5.1,"1-94-8404T4, 8404T4, 858404T3, 858404T4",858404
17400-87L01,17400-87L01,"Water Pump Repair Kit OE
Suzuki DF70A / DF80A / DF90A
2009- Later
Cross Ref #: 17400-87L01, 17400-88L00, 87L01P
Mfg Part #: 17400-87L01",False,53.11,,"17400-87L01, 17400-88L00, 87L01P",17400-87L01
17400-88L00,17400-88L00,"Water Pump Repair Kit OE
Suzuki DF40A/ DF50A / DF60A
2010 - Later
Cross Ref #: 15280, 17400-88L00, 17400-88L01, 88L00P
Mfg Part #: 17400-88L00",True,43.01,,"15280, 17400-88L00, 17400-88L01, 88L00P",17400-88L00
17400-92J00,17400-92J00,"Water Pump Repair Kit OE
Suzuki DF90/DF100/DF115 /DF140
Cross Ref #: 15350, 17400-92J00, 5037176
Mfg Part #: 17400-92J00",True,51.3,2.0,"15350, 17400-92J00, 5037176",17400-92J00
17400-94J00,17400-94J00,"Impeller Repair Kit OE
Suzuki DF9.9 2007-2013
DF15 2007-2015
Cross Ref #: 17400-94J00, 17400-94J10, 5037545
Mfg Part #: 17400-94J00",True,23.94,0.5,"17400-94J00, 17400-94J10, 5037545",17400-94J00
17400-94L00,17400-94L00,"Impeller Repair Kit OE
Suzuki DF25A/ DF30A
2015 - Later
Cross Ref #: 17400-94L00
Mfg Part #: 17400-94L00",True,43.34,,17400-94L00,17400-94L00
17400-95J00,17400-95J00,"Impeller Repair Kit OE
Suzuki DF25 V-Twin
2006-2014
Cross Ref #: 17400-95J00, 17400-95J01, 17400-95J02, 5036908
Mfg Part #: 17400-95J02",True,22.42,,"17400-95J00, 17400-95J01, 17400-95J02, 5036908",17400-95J02
17400-98863,17400-98863,"Maintenance Kit OEM
Suzuki DF250A/300A 2011-Up",False,321.29,,,
174520,174520,"O Ring Kit, Tilt & Trim OEM
Johnson/Evinrude 35-55hp
Cross Ref #: 172575, 174520, 766439
Mfg Part #: 172575",True,62.04,0.02,"172575, 174520, 766439",172575
17670-90J21,17670-90J21,"Thermostat 50º 122ºF
Suzuki 4 Stroke Newer Models
Mfg Part #: 17670-90J20",False,52.84,0.25,,17670-90J20
17685,17685,"Gasket, Thermostat
Suzuki DT150-225 2001-03
DF40/50 2001-10
Cross Ref #: 17685-87D00, 17685-87D00-H17, 17685-87D10, 18-0797, 5031430
Mfg Part #: 17685-87D10",True,2.68,0.3,"17685-87D00, 17685-87D00-H17, 17685-87D10, 18-0797, 5031430",17685-87D10
177-6E5-10,177-6E5-10,"Stator
Yamaha V4 115-130HP
1984-1989
Cross Ref #: 6E5-85510-10-00
Mfg Part #: 6E5-85510-10-00",True,394.7,3.0,6E5-85510-10-00,6E5-85510-10-00
18-0754,18-0754,"Gasket, Thermostat Cover
Yamaha F2.5(2003-Later)
F4(2002-Later) F8(2006-Later)
Mfg Part #: 68D-E2414-A0-00",False,2.99,0.02,,68D-E2414-A0-00
18-3346,18-3346,"Wear Plate & Cup
Johnson/Evinrude V4 V6
Non-Stock
Cross Ref #: 9-43505
Mfg Part #: 338485",False,9.94,0.2,9-43505,338485
18-3415,18-3415,"Water Pump Kit w/ Housing
Yamaha 40/50,P40
C40,C50,F40,P50,F60
Cross Ref #: 3415P, 63D-W0078-01-00
Mfg Part #: 63D-W0078-01-00",True,35.0,0.8,"3415P, 63D-W0078-01-00",63D-W0078-01-00
18-3432,18-3432,"Water Pump Kit w/Housing
Yamaha F25, C30
1998 & UP
Cross Ref #: 61N-W0078-10-00, 61N-W0078-10-00, 61N-W0078-11-00, 61N-W0078-13-00
Mfg Part #: 61N-W0078-11-00",False,23.87,0.6,"61N-W0078-10-00, 61N-W0078-10-00, 61N-W0078-11-00, 61N-W0078-13-00",61N-W0078-11-00
18-3489,18-3489,"Impeller Repair Kit
Honda BF250
Mfg Part #: 06192-ZX2-C00",False,42.58,0.42,,06192-ZX2-C00
18-3499,18-3499,"Diaphragm Kit
Suzuki/OMC
Cross Ref #: 15170-93E00, 15170-99E0V, 15170-99E00, 15170-99E1V, 5030699, 5032321
Mfg Part #: 15170-99E00, 5030699",True,25.61,0.5,"15170-93E00, 15170-99E0V, 15170-99E00, 15170-99E1V, 5030699, 5032321","15170-99E00, 5030699"
18-3849,18-3849,"Gasket, Cylinder Head
Yamaha 25HP 1990-1997
2 Cl.
Mfg Part #: 695-11181-00-00",True,16.22,0.5,,695-11181-00-00
18-3960,18-3960,"Ring Kit, Piston Std.
Yamaha 3 Ring 40-50 HP
Bore Size 2.638
Cross Ref #: 6H4-11610-00-00, 9-54808
Mfg Part #: 6H4-11610-00-00",True,31.78,0.05,"6H4-11610-00-00, 9-54808",6H4-11610-00-00
18-4537,18-4537,"Water Pump Kit
Johnson/Evinrude Etec 30HP
Mfg Part #: 5008191,5008972",True,41.78,2.0,,"5008191,5008972"
18-5206,18-5206,"Condenser
Mercury 6-25HP
Cross Ref #: 176, 693, 9-29109
Mfg Part #: 398-693",True,2.65,0.05,"176, 693, 9-29109",398-693
18-5929,18-5929,"Alternator, 70 Amp
Mercury Verado 135-275HP
Cross Ref #: 892940T, 892940T01, 892940T02, 9-19202
Mfg Part #: 892940T",True,279.91,9.81,"892940T, 892940T01, 892940T02, 9-19202",892940
18-74108,18-74108,"Seal Kit, Lower Gearcase
Suzuki DF60-DF70
OMC 60/70 4 stroke
Cross Ref #: 25700-87E00, 5030973, 5034775
Mfg Part #: 25700-87E00",False,16.19,0.2,"25700-87E00, 5030973, 5034775",25700-87E00
18-74501,18-74501,"Seal Kit, Gear Housing
Yamaha 9.9-15HP 1984-91
Cross Ref #: 683-W0001-C1-00, 683-W0001-21-00, 99049M
Mfg Part #: 683-W0001-C1-00",True,45.93,0.1,"683-W0001-C1-00, 683-W0001-21-00, 99049M",683-W0001-C1-00
18-74504,18-74504,"Seal Kit, Gear Housing
Yamaha 60(2002) C60(1996-01)
E60(1995-00) P60(1992-99) 70
Cross Ref #: 6H3-W0001-22-00
Mfg Part #: 6H3-W0001-22-00",True,37.95,0.5,6H3-W0001-22-00,6H3-W0001-22-00
18-74507,18-74507,"Seal Kit, Gear Housing
Yamaha 9.9(1997-00) 15(1997-00
Cross Ref #: 63V-W0001-21-00
Mfg Part #: 63V-W0001-21-00",True,53.25,0.2,63V-W0001-21-00,63V-W0001-21-00
18-74510,18-74510,"Seal Kit, Gear Housing
Yamaha 225-250HP 3.1L
1997-2002
Cross Ref #: 65L-W0001-C0-00
Mfg Part #: 65L-W0001-C0-00",True,71.07,0.17,65L-W0001-C0-00,65L-W0001-C0-00
18-74512,18-74512,"Seal Kit, Gear Housing
Yamaha V200-V225 (98-99)
VX200/VX225(00-02) VX250(2002)
Cross Ref #: 66K-W0001-20-00
Mfg Part #: 66K-W0001-20-00",True,76.41,0.18,66K-W0001-20-00,66K-W0001-20-00
18-74515,18-74515,"Seal Kit, Gear Housing
Yamaha F115/LF115 (2000-05)
Cross Ref #: 68V-W0001-20-00
Mfg Part #: 68V-W0001-20-00",False,103.25,0.2,68V-W0001-20-00,68V-W0001-20-00
18-74527,18-74527,"Seal Kit, Gear Housing
Yamaha F9.9 (1997-05)
Cross Ref #: 6G9-W0001-C5-00, 6G9-W0001-C6-00
Mfg Part #: 6G9-W0001-C6-00",True,36.77,0.09,"6G9-W0001-C5-00, 6G9-W0001-C6-00",6G9-W0001-C6-00
18-74535,18-74535,"Seal Kit, Gear Housing
Yamaha F75/F90(03-05)
F80/F100 (99-02)
Cross Ref #: 67F-W0001-20-00
Mfg Part #: 67F-W0001-20-00",True,103.91,0.17,67F-W0001-20-00,67F-W0001-20-00
18-74540,18-74540,"Seal Kit
Yamaha F40 4 cyl. (1999)
F50 (1995-00)
Cross Ref #: 62Y-W0001-20-00
Mfg Part #: 62Y-W0001-20-00",False,74.25,0.14,62Y-W0001-20-00,62Y-W0001-20-00
18-7979,18-7979,"Fuel Filter Element
Mercury 75-115 4 Stroke
Yamaha 75-115 4 Stroke
Mfg Part #: 68V-24563-00-00",True,11.29,0.02,,68V-24563-00-00
18-79799,18-79799,"Fuel Filter
Yamaha F40-F115
2006-UP
Cross Ref #: 6D8-WS24A-00-00, 6D8-24563-00-00
Mfg Part #: 6D8-WS24A-00-00",True,12.11,0.04,"6D8-WS24A-00-00, 6D8-24563-00-00",6D8-WS24A-00-00
18-79908,18-79908,"Fuel Filter
Honda 75HP & UP 2000 - ^
Tohatsu 75-250 2014-18
Cross Ref #: HZY316911010, 16911-ZY3-000
Mfg Part #: 16911-ZY3-010",True,24.26,0.02,"HZY316911010, 16911-ZY3-000",16911-ZY3-010
18-80400,18-80400,"Fuel Tank Connector 1/4""NPT
Honda
Mates with 18-80401
Cross Ref #: 9-38007
Mfg Part #: 16977-ZV5-A00",False,5.72,0.1,9-38007,16977-ZV5-A00
18-8078,18-8078,"Fuel Connector on Tank
Suzuki, Tohatsu
1/4"" NPT
Cross Ref #: 65740-95D00, 9-38039, 99105-00193
Mfg Part #: 65740-95500",True,9.29,0.1,"65740-95D00, 9-38039, 99105-00193",65740-95500
180-0001,180-0001,"Ignition Coil
Honda 135-150HP 2004-2007",True,57.74,1.0,,
180-0002,180-0002,"Ignition Coil
Honda 75 & 90HP 2007-Up",True,68.44,1.0,,
18111,18111,"Gasket, Cylinder Head
Yamaha F225-F300 2006-Late
V6 4-stroke
Mfg Part #: 6CB-11181-00-00",False,70.4,0.1,,6CB-11181-00-00
18286,18286,"Switch/Harness Assembly
Mercury 2004-2006
Cross Ref #: 16991A1, 18286A2, 18286A26, 18286A43
Mfg Part #: 18286A43",True,40.37,0.2,"16991A1, 18286A2, 18286A26, 18286A43",18286
183530,183530,"Vertex Piston Ring Kit .030
Mercury 2.5L
Bore Size 3.530",False,15.86,0.05,,
18488,18488,"Cylinder Head
Mercury XR6 / 175-200hp
Cross Ref #: 18488F1, 184884, 184885, 184888, 8M0143213
Mfg Part #: 18488F1",True,279.69,6.7,"18488F1, 184884, 184885, 184888, 8M0143213",18488
18789,18789,"Cylinder Head
Mercury 225HP Promax
Cross Ref #: 18789F1, 187893, 187896, 187899
Mfg Part #: 18789F1",True,256.59,6.6,"18789F1, 187893, 187896, 187899",18789
1900,1900,"Engine Rebuild Kit Standard
OMC V4 Big Bore 1988-1995
Non Finger Ported Looper",False,574.75,13.0,,
19052,19052,"Switch Box
Mercury 50-60hp
1991-1997
Cross Ref #: 114-9502
Mfg Part #: 19052A8",False,102.01,0.9,114-9502,19052
1920,1920,"Engine Rebuild Kit .020 Over
OMC V4 Big Bore 1988-1995
Non Finger Ported Looper",True,574.75,13.0,,
1920,1920,"Engine Rebuild Kit .020 Over
OMC V6 Big Bore 1988-1992
Non Finger Ported Looper",True,846.45,17.0,,
1930,1930,"Engine Rebuild Kit .030 Over
OMC V4 Big Bore 1988-1995
Non Finger Ported Looper",True,574.75,13.0,,
1930,1930,"Engine Rebuild Kit .030 Over
OMC V6 Big Bore 1988-1992
Non Finger Ported Looper",True,846.45,17.0,,
194-1873,194-1873,"Regulator, 40 Amp
Mercury 2 Yellow Wires
Water Cooled",False,400.0,2.5,,
1940,1940,"Engine Rebuild Kit .040 Over
OMC V6 Big Bore 1988-1992
Non Finger Ported Looper",True,846.45,17.0,,
19601,19601,"Voltage Regulator
Yamaha 115-200
1990-2008
Cross Ref #: 197-0001, 6R3-81960-00-00, 6R3-81960-10-00
Mfg Part #: 6R3-81960-10-00",False,61.47,0.8,"197-0001, 6R3-81960-00-00, 6R3-81960-10-00",6R3-81960-10-00
1975,1975,"Gasket, Air Box
Johnson/Evinrude 275/300hp V8
Cross Ref #: 18-0140, 328604, 35380
Mfg Part #: 328604",True,2.75,0.06,"18-0140, 328604, 35380",328604
19755,19755,"Spool Assy
Mercury Gearcase, 3.0l & Verad
Cross Ref #: 19755A7, 19755T7
Mfg Part #: 19755T7",True,37.86,0.4,"19755A7, 19755T7",19755
2LV6PH,2LV6PH,"Powerhead Assembly
Mercury 2L V6",False,2448.24,130.0,,
2011,2011,"Water Pump Kit w/Housing
Force 85-125hp 1984-89
Chrysler 75-140hp 1977-84",True,55.53,1.0,,
2015,2015,"Pro Piston Kit .015 Stbd
Mercury 2.4L
Old Style
Cross Ref #: 14335, 18-4565
Mfg Part #: 766-8667A43",True,57.33,2.0,"14335, 18-4565",766-8667A43
2030,2030,"Pro Piston Kit .030 Port
Mercury 2.4L
Old Style",True,57.33,2.0,,
2030,2030,"Pro Piston Kit .030 Stbd
Mercury 2.4L
Old Style",True,57.33,2.0,,
203375,203375,"Vertex Piston Ring Kit Std.
Mercury 2.4L
Bore Size 3.375",False,15.86,0.05,,
203390,203390,"Vertex Piston Ring Kit .015
Mercury 2.4L
Bore Size 3.390",False,15.86,0.05,,
203405,203405,"Vertex Piston Ring Kit .030
Mercury 2.4L
Bore Size 3.405",False,15.86,0.05,,
20640,20640,"Screw, Trim Cyl End w Seals
Yamaha 115-300hp Suzuki Showa
Fast Strike Honda Showa
Mfg Part #: 64E-43821-09-00",True,74.0,0.8,,64E-43821-09-00
2100,2100,"ProHP Piston Kit Std. Port
Mercury 2.4L
Bore Size 3.375 Chrome Bore
Mfg Part #: 766-8667T42",False,103.92,2.4,,766-8667T42
2100,2100,"ProHP Piston Kit Std. Stbd
Mercury 2.4L
Bore Size 3.375 Chrome Bore
Mfg Part #: 766-8666T42",False,103.92,2.4,,766-8666T42
2130,2130,"ProHP Piston Kit .030 Port
Mercury 2.4L
Bore Size 3.405 Steel Bore",False,103.92,2.4,,
2130,2130,"ProHP Piston .030 Stbd
Mercury 2.4L
Bore Size 3.405 Steel Bore",False,103.92,2.4,,
21658,21658,"Washer, Thermostat
Johnson/Evinrude 8-140hp
F Suffix Loopers 92-01
Cross Ref #: 336185
Mfg Part #: 336185",True,1.36,0.01,336185,336185
2167,2167,"Impeller Kit w/ Cup OEM
Yamaha 75-100hp 4 Stroke
2006-Up
Cross Ref #: 18-3409, 18-3451, 67F-W0078-00-00
Mfg Part #: 67F-W0078-00-00",True,51.36,0.7,"18-3409, 18-3451, 67F-W0078-00-00",67F-W0078-00-00
2175,2175,"Impeller, Water Pump
Suzuki DF20-DF40C 1980-87
J/E 25-50HP 2000-03
Cross Ref #: 17461-96300, 17461-96301, 17461-96302, 17461-96310, 17461-96311, 17461-96312, 18-3096, 5031417, 9-45219
Mfg Part #: 17461-96301",True,8.92,0.2,"17461-96300, 17461-96301, 17461-96302, 17461-96310, 17461-96311, 17461-96312, 18-3096, 5031417, 9-45219",17461-96301
2214,2214,"Gear Set
Johnson/Evinrude 40-50hp
1996 & Up
Mfg Part #: 397627, 332489",False,280.99,2.8,,"397627, 332489"
2215,2215,"Gear Set Forward/Pinion/Revers
Johnson/Evinrude
Cross Ref #: 18-2210
Mfg Part #: 397338",False,205.7,7.0,18-2210,397338
2229,2229,"Shim Driveshaft .003
Johnson/Evinrude 85-300hp
OMC Stringer/Cobra All Models
Cross Ref #: 18-2229, 18-2229, 23590, 323362, 777609, 878786
Mfg Part #: 323362",False,2.25,0.1,"18-2229, 18-2229, 23590, 323362, 777609, 878786",323362
2231,2231,"Shim Driveshaft .005
Johnson/Evinrude 85-300hp
OMC Stringer/Cobra All Models
Cross Ref #: 18-2231, 18-2231, 23510, 23510, 314745, 314745, 878788
Mfg Part #: 314745",True,2.72,0.1,"18-2231, 18-2231, 23510, 23510, 314745, 314745, 878788",314745
223375,223375,"Vertex Piston Ring Kit Std.
Mercury 2.4L
Bore Size 3.375",False,15.86,0.05,,
223390,223390,"Vertex Piston Ring Kit .015
Mercury 2.4L
Bore Size 3.390",False,15.86,0.05,,
223405,223405,"Vertex Piston Ring Kit .030
Mercury 2.4L
Bore Size 3.405",False,15.86,0.05,,
2252,2252,"Propshaft
Johnson/Evinrude 88-115hp -'97
OMCStringer/Cobra4cyl w/1.125""
Cross Ref #: 18-2252, 22416, 387818, 436888, 777508, 802487, 802487A1, 802487A2
Mfg Part #: 436888",True,251.99,3.6,"18-2252, 22416, 387818, 436888, 777508, 802487, 802487A1, 802487A2",436888
22589,22589,"Gear Set
Johnson/Evinrude 40-60HP 2 Cyl
E-TEC 2004-2012
Mfg Part #: 318353",True,398.05,1.61,,318353
22760,22760,"Bearing, Reverse Gear
Mercury 50-125hp 3-4cyls
Force 75-150hp B2812
Cross Ref #: F523143, F523143, F523143, 12578, 12578, 18-1113, 18-1113
Mfg Part #: 12578T",True,18.33,0.2,"F523143, F523143, F523143, 12578, 12578, 18-1113, 18-1113",12578
22770,22770,"Bearing, Forward Gear Inner
Mercury 135-300hp 2.4L-3.0L
Gen II (B1916)
Mfg Part #: 15844",True,8.59,0.1,,15844
2291,2291,"Gasket, Regulator Rect (Paper)
Johnson/Evinrude 90-175 60?
V4 V6 Eagle & FFI
Mfg Part #: 342291",False,0.79,0.02,,342291
2300,2300,"ProHP Piston Kit Std.
Mercury Inline
3 Ring Low Dome Bore 2.875",False,72.82,1.3,,
2300,2300,"ProV Piston Kit Std Low Dome
Mercury 50,60,115,140,150 L6
3 Ring Low Dome Bore 2.875
Mfg Part #: 774-9137A9",False,111.46,2.0,,774-9137A9
230802,230802,"Thermostat Gasket
Westerbeke
Mfg Part #: 34196",True,1.24,,,34196
230808,230808,"Thermostat Gasket
Westerbeke
Mfg Part #: 37922",True,0.77,,,37922
2315,2315,"ProV Piston Kit .015 Low Dome
Mercury 50,60,115,140,150 L6
3 Ring Low Dome Bore 2.890
Mfg Part #: 774-9137A10",False,54.01,2.0,,774-9137A10
23172,23172,"Gasket, Power Head Base
Honda 135-150 HP 4 Strk
'04-and Up
Mfg Part #: 23172-ZY6-000",True,70.35,0.4,,23172-ZY6-000
232001,232001,"Impeller
Westerbeke
Mfg Part #: 232001",True,9.72,,,232001
232004,232004,"Impeller
Koehler
Mfg Part #: 359978",True,23.14,,,359978
2330,2330,"ProV Piston Kit .030 Low Dome
Mercury 50,60,115,140,150 L6
3 Ring Low Dome Bore 2.905
Mfg Part #: 774-9137A11",False,54.01,2.0,,774-9137A11
233305,233305,"Impeller Kit
Westerbeke
Mfg Part #: 32620",True,23.45,,,32620
233306,233306,"Impeller Kit
Westerbeke
Mfg Part #: 46622",False,18.57,,,46622
233314,233314,"Impeller Kit
Kohler
Mfg Part #: 23-3314",True,23.44,,,23-3314
2333600,2333600,"Thermostat, 180°
Westerbeke
Mfg Part #: 24688",False,7.39,,,24688
233600,233600,"Vertex Piston Ring Kit Std.
Johnson/Evinrude 60deg
Bore Size 3.600",False,15.86,0.05,,
233601,233601,"Thermostat, 140°
Westerbeke
Mfg Part #: 35736",True,5.52,,,35736
233602,233602,"Thermostat, 140°
Westerbeke
Mfg Part #: 37387",True,8.16,,,37387
233608,233608,"Thermostat, 190°
Kohler
Mfg Part #: 249930",True,9.63,,,249930
233620,233620,"Vertex Piston Ring Kit .020
Johnson/Evinrude 60deg
Bore Size 3.620",False,15.86,0.05,,
233630,233630,"Vertex Piston Ring Kit .030
Johnson/Evinrude 60deg
Bore Size 3.630",False,15.86,0.05,,
233651,233651,"Thermostat kit, 140°
Westerbeke
Mfg Part #: 35736",True,6.77,,,35736
233653,233653,"Thermostat Kit, 180°
Westerbeke
Mfg Part #: 34196",True,5.76,,,34196
233654,233654,"Thermostat Kit, 160°
Westerbeke
Mfg Part #: 42260",True,7.41,,,42260
