"Item #","DESC 1","DESC 2","DESC 3","X-REF #","Weight","Retail","Dealer","On Hand"
"18-4086","Piston Kit .020 Stbd Sierra   ","Johnson Evinrude V4 V6        ","Big Bore Finger Ported        ",,1.6,123.9876,72.4271,0
"18-4096","Sierra Piston Kit .020        ","Yamaha 60-70hp 3cyl           ","4093                          ",,1.8,55.0625,33.7791,0
"18-4137","Sierra Piston Kit .020        ","Yamaha 9.9-15hp & Mariner     ","Bore Size 2.225 6E7-11636-00  ","761-8023M           ",1,23.9876,14.5568,0
"18-4140","Sierra Piston Kit .020        ","Yamaha 25-30hp                ","18-4146                       ",,0.8,31.1865,18.5552,0
"18-4144","Sierra Piston Kit Std.        ","Yamaha 25hp & Mariner         ","Bore Size 2.835               ","61N-11631-00-95     ",0.9,41.4859,24.4212,0
"18-4146","Sierra Piston Kit .020        ","Yamaha 25hp & Mariner         ",,"61N-11636-00-00     ",0.9,102.7697,61.9813,0
"18-4195","Piston Kit .020 Port Sierra   ","Johnson Evinrude V4 V6        ","Big Bore Finger Ported        ",,1.51,123.9876,72.4271,0
"18-4537","Water Pump Kit                ","Johnson/Evinrude Etec 30HP    ",,"5008191,5008972     ",2,69.69,41.78,3
"18-4540","Piston Kit, .030 PORT         ","Mercury 2.0L Bottom Guided    ",,"765-7446T12         ",1.3,156.8343,86.3923,0
"18-4545","Sierra Piston Kit Std. Stbd   ","Mercury 2L                    ","Bottom Guided Bore 3.125      ",,1.9,93.9406,54.0143,0
"18-5002","Ignition Kit, Points & Condens","Johnson/Evinrude 18-40hp      ","1962-1976                     ","172523              ",0.2,27.9872,14.2712,0
"18-5006","Ignition Kit                  ","Johnson/Evinrude 3-40hp       ","1952-1990                     ","18-5006             ",0.2,29.527,14.7812,0
"18-5161","Points                        ","Chrysler / Sears              ",,,0.065,21.9878,13.3123,0
"18-5199","Condensor, Ignition           ","Johnson/Evinrude 1.5-40hp     ","1952-1990                     ","580321              ",0.03,4.6895,2.5196,0
"18-5206","Condenser                     ","Mercury 6-25HP                ",,"398-693             ",0.05,4.79,2.65,15
"18-5794","Power Pack                    ","Johnson/Evinrude 20-50hp 2 Cyl","1992-1993                     ","584489, 584331      ",0.4,157.3543,96.3178,0
"18-5796","Trigger                       ","Mercury Sport Jet 175         ",,"96455A15            ",1.5,87.9812,53.392,0
"18-5929","Alternator, 70 Amp            ","Mercury Verado 135-275HP      ",,"892940T             ",9.81,466.59,279.91,1
"18-6017","Anode, Transom Mount  Magnesiu","Johnson/Evinrude              ","Zinc for Salt Water           ","173029              ",0.2,8.4892,5.1005,0
"18-6018","Anode, Transom Mount Zinc     ","Johnson/Evinrude              ",,"327606              ",0.2,8.9891,5.0597,0
"18-6020","Anode, Transom Mount          ","Johnson/Evinrude              ",,"976669              ",1,12.9887,6.5286,0
"18-6027","Anode, Half Moon Zinc         ","Johnson/Evinrude, Cobra       ","48hp / 88-300hp               ","392123              ",1.8,24.15,14.49,0
"18-6032","Anode, Block.                 ","Suzuki                        ","DF25-DF300                    ","55320-95310         ",0.2,7.9892,5.0903,0
"18-6034","Anode Trim Tab                ","Yamaha                        ",,"6K1-45371-00-00     ",0.85,66.83,37.49,0
"18-6036","Anode Button, Bracket Zinc    ","Yamaha 40-90hp                ",,"688-45251-01-00     ",0.1,10.079,7.2019,0
"18-6068","Anode Side Pocket             ","Mercury                       ",,"826134              ",0.52,10.27,6.16,0
"18-6090","Anode                         ","Yamaha                        ",,"6G5-45251-01-00     ",2.15,29.11,16.03,0
"18-6091","Anode                         ","Yamaha 40-90hp                ",,"6H1-45251-02-00     ",1.1,25.05,14.01,0
"18-6249","Anode Bar Transom Bracket     ","Mercury V6                    ",,"818298Q1            ",0.61,13.9886,8.3444,0
"18-6800","Trim System Complete, Reman   ","Mercury 225 Pro XS 3.0L DFI   ",,"855998A10           ",27.31,848.7051,649.3855,0
"18-7043","Carburetor Kit                ","Johnson/Evinrude 1.5-20hp     ",,"383052              ",0.2,15.1384,9.1697,0
"18-7205","Float, Carburetor             ","Force 25-85hp                 ","Chrysler 25-115hp             ","F10135              ",0.03,25.5474,14.1386,0
"18-7212","Carburetor Kit                ","Mercury 6-25hp 2cyl           ","Doesn't Include Needle        ","97611               ",0.1,30.2869,19.5242,0
"18-7215","Gasket Set, Carburetor        ","Mercury 45/50 4cyls           ","Non Stocking Item             ","1395-9024           ",0.02,8.4892,5.0495,0
"18-7217","Carburetor Kit w/ Float       ","Johnson/Evinrude 2-3.5hp      ",,"5007029             ",0.04,69.773,42.0383,0
"18-7296","Adjuster, Needle Retainer     ","Johnson/Evinrude              ",,"315232              ",0.01,1.4,0.91,0
"18-7350","Fuel Pump                     ","Johnson/Evinrude 6-15hp       ","397839                        ","397839              ",0.3,71.9828,36.1931,0
"18-74108","Seal Kit, Lower Gearcase      ","Suzuki DF60-DF70              ","OMC 60/70 4 stroke            ","25700-87E00         ",0.2,26.99,16.19,0
"18-74501","Seal Kit, Gear Housing        ","Yamaha 9.9-15HP 1984-91       ",,"683-W0001-C1-00     ",0.1,76.89,45.93,0
"18-74504","Seal Kit, Gear Housing        ","Yamaha 60(2002) C60(1996-01)  ","E60(1995-00) P60(1992-99) 70  ","6H3-W0001-22-00     ",0.5,63.69,37.95,4
"18-74507","Seal Kit, Gear Housing        ","Yamaha 9.9(1997-00) 15(1997-00",,"63V-W0001-21-00     ",0.2,88.99,53.25,2
"18-74510","Seal Kit, Gear Housing        ","Yamaha 225-250HP 3.1L         ","1997-2002                     ","65L-W0001-C0-00     ",0.17,120.59,71.07,6
"18-74512","Seal Kit, Gear Housing        ","Yamaha V200-V225 (98-99)      ","VX200/VX225(00-02) VX250(2002)","66K-W0001-20-00     ",0.18,123.69,76.41,1
"18-74515","Seal Kit, Gear Housing        ","Yamaha F115/LF115 (2000-05)   ",,"68V-W0001-20-00     ",0.2,172.09,103.25,0
"18-74527","Seal Kit, Gear Housing        ","Yamaha F9.9 (1997-05)         ",,"6G9-W0001-C6-00     ",0.09,61.59,36.77,1
"18-74535","Seal Kit, Gear Housing        ","Yamaha F75/F90(03-05)         ","F80/F100 (99-02)              ","67F-W0001-20-00     ",0.17,173.69,103.91,8
"18-74540","Seal Kit                      ","Yamaha F40 4 cyl. (1999)      ","F50 (1995-00)                 ","62Y-W0001-20-00     ",0.14,124.19,74.25,0
"18-7652","Fuel Pressure Regulator Sierra","Mercury 150-200 XRi EFI       ","1995 & Below                  ","15027               ",0.2,105.9894,62.6035,0
"18-7714","Fuel Filter                   ","Mercury 25-75 hp              ","4 Stroke 98 & Later           ","35-877565T1         ",0.05,21.1879,10.4866,0
"18-7722","Fuel Filter                   ","Evinrude E tec 40hp & Up      ",,"5005266             ",0.2,7.4893,4.366,0
"18-7743","Carburetor kit                ","Yamaha F75-F100 4 Stroke      ","Mercury F75-F100 4 Stroke     ","67F-W0093-00-00     ",0.1,47.4606,25.948,0
"18-7745","O Ring Kit, EFI               ","Mercury                       ","Non Stocking Item             ","15029               ",1,208.9791,122.2488,0
"18-7760","Carburetor Kit, 4 Stroke      ","Johnson/Evinrude 9.9-15hp 4 St",,,1,29.987,18.3516,0
"18-7762","Carburetor Kit, 4 Stroke      ","Johnson/Evinrude 4-6hp 4 Strok","2007 & Below                  ",,0.5,19.988,12.231,0
"18-7763","VST Repair Kit                ","Johnson/Evinrude 40-70hp      ","2006 & Below                  ",,0.5,39.986,24.4722,0
"18-7764","VST Repair Kit                ","Johnson/Evinrude 90-140hp 4 St","2006 & Below                  ",,0.5,34.9865,21.4119,0
"18-7775","Bracket, Fuel Filter          ","Yamaha                        ","3/8"" Aluminum                 ",,1,54.1233,31.3772,0
"18-7793","VST Repair Kit                ","Johnson/Evinrude V6           ",,,0.5,34.9865,21.4119,0
"18-7800","Fuel Pump, Repair Kit         ","Johnson/Evinrude              ",,"438616              ",0.03,23.35,12.84,0
"18-7830","Fuel Filter, Inline 5/16""     ","Mercury                       ","Force                         ","35-816296Q 2        ",0.03,6.6893,3.3663,0
"18-7831","Fuel Filter, Inline 3/8""      ","Johnson/Evinrude              ","Yamaha                        ","398319              ",0.03,5.239,3.0996,0
"18-7905","Oil Filter                    ","SUZUKI DF150-DF300 2007-UP    ",,,0.6,19.2081,11.4965,0
"18-7911","Oil Filter                    ","Honda 99-05 25-50hp, Tohatsu  ","Kawasaki, Yamaha 4 Stroke     ","15400-PFB-004       ",0.6,11.2476,6.0684,0
"18-7915","Oil Filter                    ","Suzuki 25-70 hp               ","Johnson 4Stroke 5031411       ","16510-87J00         ",0.5,10.489,5.8146,0
"18-7932","Fuel Filter w/ Plastic Bowl & ","Racor Style                   ",,,2.6,92.92,55.4,0
"18-7936","Fuel Filter                   ","Yamaha 2 & 4 Stroke Models    ","Mercury, Suzuki, OMC 4 Stroke ","15412-93J00         ",0,30.4,14.35,0
"18-7979","Fuel Filter Element           ","Mercury 75-115 4 Stroke       ","Yamaha 75-115 4 Stroke        ","68V-24563-00-00     ",0.02,16.99,11.29,12
"18-79799","Fuel Filter                   ","Yamaha F40-F115               ","2006-UP                       ","6D8-WS24A-00-00     ",0.04,19.49,12.11,36
"18-79904","Fuel Filter, VST Fuel Pump    ","Yamaha Z150-Z300 HPDI         ","2000-2009                     ","68F-13915-00-00     ",0.5,49.985,25.2373,0
"18-79907","Strainer, Fuel Pump VST       ","Yamaha HPDI                   ",,,0.4,85.69,47.13,0
"18-79908","Fuel Filter                   ","Honda 75HP & UP 2000 - ^      ","Tohatsu 75-250 2014-18        ","16911-ZY3-010       ",0.02,40.49,26.96,15
"18-80400","Fuel Tank Connector 1/4""NPT   ","Honda                         ","Mates with 18-80401           ","16977-ZV5-A00       ",0.1,10.09,5.72,0
"18-80414","Fuel Connector 6mm / 1/4""     ","Yamaha 2006 & Later           ","Mates with 18-8077-1          ","6G1-24305-05-00     ",0.1,24.7121,11.7064,0
"18-8058","Fuel Line Assembly, 8 ft      ","Johnson/Evinrude              ",,"174508              ",2,37.9862,23.2481,0
"18-8078","Fuel Connector on Tank        ","Suzuki, Tohatsu               ","1/4"" NPT                      ","65740-95500         ",0.1,15.49,9.29,4
"18-8300","Oil Seal, Driveshaft          ","Johnson/Evinrude 85-250hp     ",,"341280              ",0.02,11.0134,6.6409,0
"18-8336","Seal Kit, Lower Gearcase      ","Suzuki DF60-DF70              ",,"25700-87E00         ",0.2,24.4876,14.9853,0
"18-9075","Spacer, Water Pump            ","Yamaha V4 V6                  ","Mercury 225/250 EFI 4Stroke   ","61A-45538-00-00     ",0.1,4.8973,2.537,0
"180-0001","Ignition Coil                 ","Honda 135-150HP 2004-2007     ",,,1,96.42,57.74,2
"180-0002","Ignition Coil                 ","Honda 75 & 90HP 2007-Up       ",,,1,114.3,68.44,2
"1800P","Pro Piston Kit Std Port       ","Johnson Evinrude 120-300hp    ","85-87 Small Bore Looper       ","393566              ",1.7,77.9402,47.6877,0
"1800PH","ProHP Piston Kit Std Port     ","Johnson/Evinrude V4 V6        ","Small Bore Looper             ","393566              ",2,133.6266,95.4283,0
"1800PV","ProV Piston Kit Std Port      ","Johnson/Evinrude V4 V6        ","Small Bore Looper             ","393566              ",1.4,87.2993,52.9922,0
"1800SH","ProHp Piston Kit Std. Stbd    ","Johnson/Evinrude V4 V6        ","Small Bore Looper             ","391481              ",2,133.6266,95.4283,0
"1800SV","ProV Piston Kit Std. Stbd     ","Johnson/Evinrude V4 V6        ","Small Bore Looper             ","391481              ",1.4,87.2993,52.9922,0
"18111","Gasket, Cylinder Head         ","Yamaha F225-F300 2006-Late    ","V6 4-stroke                   ","6CB-11181-00-00     ",0.1,144.4199,82.82,0
"1820S","Pro Piston Kit .020 Stbd      ","Johnson Evinrude 120-300hp    ","85-87 Small Bore Looper       ",,1.7,77.9402,47.6877,0
"18286A43","Switch/Harness Assembly       ","Mercury 2004-2006             ",,"18286A43            ",0.2,49.23,40.37,8
"1830PV","ProV Piston Kit .030 Port     ","Johnson/Evinrude V4 V6        ","Small Bore Looper             ","393612              ",1.7,87.2993,52.9922,0
"183530","Vertex Piston Ring Kit .030   ","Mercury 2.5L                  ","Bore Size 3.530               ",,0.05,27.2598,16.6864,0
"18488-1","Cylinder Head                 ","Mercury XR6 / 175-200hp       ",,"18488F1             ",6.7,341.08,279.69,2
"18495","Switch Box                    ","Force 40/50hp                 ","1992-1995                     ","18495A13            ",1,315.7184,257.6773,0
"18789F1","Cylinder Head                 ","Mercury 225HP Promax          ",,"18789F1             ",6.6,312.92,256.59,3
"1900K4","Engine Rebuild Kit Standard   ","OMC V4 Big Bore 1988-1995     ","Non Finger Ported Looper      ",,13,880.99,605,0
"1900P","Pro Piston Kit Std Port       ","Johnson Evinrude 120-300hp    ","Big Bore Looper               ","432072              ",2,93.5387,52.9922,0
"1900PV","ProV Piston Kit Std Port      ","Johnson Evinrude 120-300hp    ","Big Bore Looper               ","432072              ",2,101.0259,61.8401,0
"1900SV","ProV Piston Kit Std Stbd      ","Johnson Evinrude 120-300hp    ","Big Bore Looper               ","432073              ",2,101.0259,61.8401,0
"19052A8","Switch Box                    ","Mercury 50-60hp               ","1991-1997                     ","19052A8             ",0.9,99.99,102.01,0
"1920K4","Engine Rebuild Kit .020 Over  ","OMC V4 Big Bore 1988-1995     ","Non Finger Ported Looper      ",,13,880.99,605,0
"1920K6","Engine Rebuild Kit .020 Over  ","OMC V6 Big Bore 1988-1992     ","Non Finger Ported Looper      ",,17,1375.99,891,0
"1920S","Pro Piston Kit Stbd .020      ","Johnson Evinrude 120-300hp    ","1988-1992 Big Bore Looper     ",,2,93.5387,52.9922,0
"19299A1","Vent Assembly Oil Tank        ","Mercury 30-125hp 2 Stroke     ",,"19299A1             ",0.02,13.7,11.23,5
"193-2907","Voltage Regulator, 10amp      ","Johnson/Evinrude Looper       ",,,0.9,0,0,0
"193-5204","Voltage Regulator 35amp       ","Johnson/Evinrude 85-150 Xflow ",,"395204              ",1.1,297.3,178.03,4
"1930K4","Engine Rebuild Kit .030 Over  ","OMC V4 Big Bore 1988-1995     ","Non Finger Ported Looper      ",,13,880.99,605,0
"1930K6","Engine Rebuild Kit .030 Over  ","OMC V6 Big Bore 1988-1992     ","Non Finger Ported Looper      ",,17,1375.99,891,0
"1935K1","Stator, 12 Pin                ","Mercury 225 Carb 3.0L         ",,"398-821935A3        ",2.9,412.0388,336.2862,0
"194-1873","Regulator, 40 Amp             ","Mercury 2 Yellow Wires        ","Water Cooled                  ",,2.5,670,400,0
"1940K6","Engine Rebuild Kit .040 Over  ","OMC V6 Big Bore 1988-1992     ","Non Finger Ported Looper      ",,17,1375.99,891,0
"19601P","Voltage Regulator             ","Yamaha 115-200                ","1990-2008                     ","6R3-81960-10-00     ",0.8,109.0582,72.316,0
"1975","Gasket, Air Box               ","Johnson/Evinrude 275/300hp V8 ",,"328604              ",0.06,4.5288,3.2362,7
"19755T7","Spool Assy                    ","Mercury Gearcase, 3.0l & Verad",,"19755T7             ",0.4,46.17,37.86,2
"2LV6PH","Powerhead Assembly            ","Mercury 2L V6                 ",,,130,3599.64,2448.24,0
"20-8952","O Ring Kit, Fuel Injector,    ","Mercury 200-250 EFI           ","2 Pack                        ",,0.01,12.9887,6.1206,0
"2000P-SH","Piston Kit Port Std           ","Mercury 2.4L                  ","Sleeved Hole                  ",,1.44,109.1267,66.7839,0
"2011P","Water Pump Kit w/Housing      ","Force 85-125hp 1984-89        ","Chrysler 75-140hp 1977-84     ",,1,108.8864,65.3296,50
"2015S","Pro Piston Kit .015 Stbd      ","Mercury 2.4L                  ","Old Style                     ","766-8667A43         ",2,110.218,67.4517,3
"2020C","Gasket, Water Pump Upper      ","Yamaha 85-90hp                ",,"688-44315-A0-00     ",0.008,2.0835,1.2025,0
"2030P","Pro Piston Kit .030 Port      ","Mercury 2.4L                  ","Old Style                     ",,2,110.218,67.4517,5
"2030S","Pro Piston Kit .030 Stbd      ","Mercury 2.4L                  ","Old Style                     ",,2,110.218,67.4517,4
"203375","Vertex Piston Ring Kit Std.   ","Mercury 2.4L                  ","Bore Size 3.375               ",,0.05,27.2598,16.6864,0
"203390","Vertex Piston Ring Kit .015   ","Mercury 2.4L                  ","Bore Size 3.390               ",,0.05,27.2598,16.6864,0
"203405","Vertex Piston Ring Kit .030   ","Mercury 2.4L                  ","Bore Size 3.405               ",,0.05,27.2598,16.6864,0
"205C","O Ring, Water Pump Housing    ","Johnson/Evinrude              ",,,0.01,9.9475,5.1309,0
"20640","Screw, Trim Cyl End w Seals   ","Yamaha 115-300hp Suzuki Showa ","Fast Strike Honda Showa       ","64E-43821-09-00     ",0.8,95.99,74,1
"2100PH","ProHP Piston Kit Std. Port    ","Mercury 2.4L                  ","Bore Size 3.375 Chrome Bore   ","766-8667T42         ",2.4,145.5023,103.9156,0
"2100SH","ProHP Piston Kit Std. Stbd    ","Mercury 2.4L                  ","Bore Size 3.375 Chrome Bore   ","766-8666T42         ",2.4,145.5023,103.9156,0
"2100SV-SH","ProV Piston Kit Std Stbd Steel","Mercury 2.4L Sleeved Hole     ","Bore Size 3.375 Steel Bore    ","766-8666T42         ",2,108.4507,70.2001,0
"2115PH","ProHP Piston Kit .015 Port    ","Mercury 2.4L                  ","Bore Size 3.390 Steel Bore    ","766-8667A43         ",2.4,145.5023,103.9156,0
"2115SH","ProHP Piston Kit .015 Stbd    ","Mercury 2.4L                  ","Bore Size 3.390 Steel Bore    ","766-8666A43         ",2.4,145.5023,103.9156,0
